causa_morte,descricao_morte,soma_morte
V471,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Objeto Fixo ou Parado,9
V182,Ciclista Traumatizado em um Acidente de Transporte Sem Colisão,9
V114,Ciclista Traumatizado em Colisão Com Outro Veículo a Pedal,9
V050,Pedestre Traumatizado em Colisão Com Trem (comboio) ou um Veículo Ferroviário,9
V011,Pedestre Traumatizado em Colisão Com um Veículo a Pedal,9
R92,"Achados Anormais, de Exames Para Diagnóstico Por Imagem, da Mama",9
R222,"Tumefação, Massa ou Tumoração Localizadas do Tronco",9
Q798,Outras Malformações Congênitas do Sistema Osteomuscular,9
Q564,"Sexo Indeterminado, Não Especificado",9
Q379,"Fenda do Palato Com Fenda Labial Unilateral, Não Especificada",9
Q315,Laringomalácia Congênita,9
Q238,Outras Malformações Congênitas Das Valvas Aórtica e Mitral,9
Q233,Insuficiência Mitral Congênita,9
Q232,Estenose Mitral Congênita,9
Q231,Insuficiência Congênita da Valva Aórtica,9
P704,Outras Hipoglicemias Neonatais,9
P560,Hidropsia Fetal Devida à Isoimunização,9
P379,Doença Infecciosa ou Parasitária Congênita Não Especificada,9
P221,Taquipnéia Transitória do Recém-nascido,9
P052,Desnutrição Fetal Sem Menção de Peso e Comprimento Baixos Para a Idade Gestacional,9
P004,Feto e Recém-nascido Afetados Por Transtornos Nutricionais Maternos,9
O97,Morte Por Seqüelas de Causas Obstétricas Diretas,9
O751,Choque Durante ou Subseqüente ao Trabalho de Parto e o Parto,9
O16,Hipertensão Materna Não Especificada,9
N760,Vaginite Aguda,9
N418,Outras Doenças Inflamatórias da Próstata,9
N394,Outras Incontinências Urinárias Especificadas,9
N211,Cálculo Uretral,9
N135,Torção e Estreitamento do Ureter Sem Hidronefrose,9
M609,Miosite Não Especificada,9
M008,Artrite e Poliartrite Devidas a Outro Agente Bacteriano Especificado,9
L108,Outras Formas de Pênfigo,9
K862,Cisto do Pâncreas,9
K738,Outras Hepatites Crônicas Não Classificada em Outra Parte,9
K522,Gastroenterite e Colite Alérgicas ou Ligadas à Dieta,9
J986,Transtornos do Diafragma,9
J391,Outros Abscessos da Faringe,9
I823,Embolia e Trombose de Veia Renal,9
I780,Telangiectasia Hemorrágica Hereditária,9
I721,Aneurisma de Artéria Dos Membros Superiores,9
I318,Outras Doenças Especificadas do Pericárdio,9
I300,Pericardite Aguda Idiopática Não Específica,9
I082,Transtornos de Ambas as Valvas Aórtica e Tricúspide,9
G913,Hidrocefalia Pós-traumática Não Especificada,9
G839,Síndrome Paralítica Não Especificada,9
G728,Outras Miopatias Especificadas,9
G712,Miopatias Congênitas,9
G64,Outros Transtornos do Sistema Nervoso Periférico,9
G451,Síndrome da Artéria Carotídea (hemisférica),9
G448,Outras Síndromes de Cefaléia Especificadas,9
G218,Outras Formas de Parkinsonismo Secundário,9
F729,Retardo Mental Grave,9
F338,Outros Transtornos Depressivos Recorrentes,9
F193,Transtornos Mentais e Comportamentais Devidos ao Uso de Múltiplas Drogas e ao Uso de Outras Substâncias Psicoativas,9
F159,"Transtornos Mentais e Comportamentais Devidos ao Uso de Outros Estimulantes, Inclusive a Cafeína",9
F069,Transtorno Mental Não Especificado Devido a Uma Lesão e Disfunção Cerebral e a Uma Doença Física,9
E873,Alcalose,9
E786,Deficiências de Lipoproteínas,9
E729,Distúrbio Não Especificado do Metabolismo Dos Aminoácidos,9
E349,Transtorno Endócrino Não Especificado,9
E130,Outros Tipos Especificados de Diabetes Mellitus,9
E125,Diabetes Mellitus Relacionado Com a Desnutrição,9
E069,Tireoidite Não Especificada,9
E052,Tireotoxicose Com Bócio Tóxico Multinodular,9
E050,Tireotoxicose Com Bócio Difuso,9
D899,Transtornos Não Especificados Que Comprometem o Mecanismo Imunitário,9
D752,Trombocitose Essencial,9
D692,Outras Púrpuras Não-trombocitopênicas,9
D440,Neoplasia de Comportamento Incerto ou Desconhecido da Glândula Tireóide,9
D420,Neoplasia de Comportamento Incerto ou Desconhecido Das Meninges Cerebrais,9
D239,"Neoplasia Benigna da Pele, Não Especificada",9
D099,"Carcinoma in Situ, Não Especificado",9
D069,"Carcinoma in Situ do Colo do Útero, Não Especificado",9
D000,"Carcinoma in Situ Dos Lábios, Cavidade Oral e Faringe",9
C931,Leucemia Monocítica Crônica,9
C834,"Linfoma Não-Hodgkin Difuso, Imunoblástico (difuso)",9
C827,"Outros Tipos de Linfoma Não-Hodgkin, Folicular",9
C677,Neoplasia Maligna do Úraco,9
C496,Neoplasia Maligna do Tecido Conjuntivo e Tecidos Moles do Tronco,9
C430,Melanoma Maligno do Lábio,9
C100,Neoplasia Maligna da Valécula,9
C088,Neoplasia Maligna Das Glândulas Salivares Maiores Com Lesão Invasiva,9
B392,Histoplasmose Pulmonar Não Especificada Por Histoplasma Capsulatum,9
B343,Infecção Por Parvovírus de Localização Não Especificada,9
B334,Síndrome (cardio-)pulmonar Por Hantavírus (SPH) (SCPH),9
B052,Sarampo Complicado Por Pneumonia,9
A529,Sífilis Tardia Não Especificada,9
A448,Outras Formas de Bartonelose,9
Y453,Efeitos Adversos de Outras Drogas Antiinflamatórias Não-esteróides,8
Y180,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada",8
Y169,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada",8
Y097,Agressão Por Meios Não Especificados,8
X996,Agressão Por Meio de Objeto Cortante ou Penetrante,8
X945,"Agressão Por Meio de Disparo de Espingarda, Carabina ou Arma de Fogo de Maior Calibre",8
X929,Agressão Por Meio de Afogamento e Submersão,8
X828,Lesão Autoprovocada Intencionalmente Por Impacto de um Veículo a Motor,8
X782,Lesão Autoprovocada Intencionalmente Por Objeto Cortante ou Penetrante,8
X742,Lesão Autoprovocada Intencionalmente Por Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada,8
X688,"Auto-intoxicação Por e Exposição, Intencional, a Pesticidas",8
X687,"Auto-intoxicação Por e Exposição, Intencional, a Pesticidas",8
X644,"Auto-intoxicação Por e Exposição, Intencional, a Outras Drogas, Medicamentos e Substâncias Biológicas e às Não Especificadas",8
X642,"Auto-intoxicação Por e Exposição, Intencional, a Outras Drogas, Medicamentos e Substâncias Biológicas e às Não Especificadas",8
X630,"Auto-intoxicação Por e Exposição, Intencional, a Outras Substâncias Farmacológicas de Ação Sobre o Sistema Nervoso Autônomo",8
X480,Envenenamento (intoxicação) Acidental Por e Exposição a Pesticidas,8
W440,Penetração de Corpo Estranho no ou Através de Olho ou Orifício Natural,8
W317,Contato Com Outras Máquinas e Com as Não Especificadas,8
W308,Contato Com Maquinaria Agrícola,8
W269,"Contato Com Faca, Espada e Punhal",8
W238,"Apertado, Colhido, Comprimido ou Esmagado Dentro de ou Entre Objetos",8
W228,Impacto Acidental Ativo ou Passivo Causado Por Outros Objetos,8
W202,"Impacto Causado Por Objeto Lançado, Projetado ou em Queda",8
W068,Queda de um Leito,8
W016,"Queda no Mesmo Nível Por Escorregão, Tropeção ou Passos em Falsos (traspés)",8
V441,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,8
V394,"Condutor Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",8
V272,Motociclista Traumatizado em Colisão Com um Objeto Fixo ou Parado,8
V145,Ciclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,8
R739,Hiperglicemia Não Especificada,8
Q969,Síndrome de Turner Não Especificada,8
Q935,Outras Deleções Parciais de Cromossomo,8
Q789,Osteocondrodisplasia Não Especificada,8
Q359,Fenda Palatina Não Especificada,8
Q330,Pulmão Cístico Congênito,8
Q269,Malformação Congênita Não Especificada de Grande Veia,8
Q268,Outras Malformações Congênitas Das Grandes Veias,8
P616,Outros Transtornos Transitórios de Coagulação do Período Neonatal,8
O140,Pré-eclâmpsia Moderada,8
N824,Outras Fístulas Genito-intestinais Femininas,8
N369,Transtorno Não Especificado da Uretra,8
N360,Fístula Uretral,8
N312,Bexiga Neuropática Flácida Não Classificada em Outra Parte,8
M478,Outras Espondiloses,8
M465,Outras Espondilopatias Infecciosas,8
M463,Infecção (piogênica) do Disco Intervertebral,8
M431,Espondilolistese,8
M342,Esclerose Sistêmica Induzida Por Droga e Substâncias Químicas,8
M341,Síndrome CR(E)ST,8
L010,Impetigo (qualquer Localização) (qualquer Microorganismo),8
K822,Perfuração da Vesícula Biliar,8
K289,Úlcera Gastrojejunal,8
K284,Úlcera Gastrojejunal,8
J218,Bronquiolite Aguda Devida a Outros Microorganismos Especificados,8
J042,Laringotraqueíte Aguda,8
I848,Hemorróidas Não Especificadas Com Outras Complicações,8
I491,Despolarização Atrial Prematura,8
I458,Outros Transtornos Especificados da Condução,8
I221,Infarto do Miocárdio Recorrente da Parede Inferior,8
I061,Insuficiência Aórtica Reumática,8
H701,Mastoidite Crônica,8
G824,Tetraplegia Espástica,8
G239,"Doença Degenerativa Dos Gânglios da Base, Não Especificada",8
G030,Meningite Não-piogênica,8
G003,Meningite Estafilocócica,8
F445,Convulsões Dissociativas,8
F259,Transtorno Esquizoafetivo Não Especificado,8
F208,Outras Esquizofrenias,8
F189,Transtornos Mentais e Comportamentais Devidos ao Uso de Solventes Voláteis,8
F129,Transtornos Mentais e Comportamentais Devidos ao Uso de Canabinóides,8
E877,Sobrecarga de Líquidos,8
E841,Fibrose Cística Com Manifestações Intestinais,8
E279,Transtorno Não Especificado da Supra-renal,8
D642,Anemia Sideroblástica Secundária ao Uso de Drogas e a Toxinas,8
D600,Aplasia Pura Adquirida Crônica da Série Vermelha,8
D538,Outras Anemias Nutricionais Especificadas,8
D477,"Outras Neoplasias Especificadas de Comportamento Incerto ou Desconhecido Dos Tecidos Linfático, Hematopoético e Tecidos Relacionados",8
D462,Anemia Refratária Com Excesso de Blastos,8
D386,"Neoplasia de Comportamento Incerto ou Desconhecido de Órgão Respiratório, Não Especificado",8
D331,"Neoplasia Benigna do Encéfalo, Infratentorial",8
D169,"Neoplasia Benigna do Osso e Cartilagem Articular, Não Especificado",8
D143,Neoplasia Benigna Dos Brônquios e Pulmão,8
D097,Carcinoma in Situ de Outras Localizações Especificadas,8
D039,"Melanoma in Situ, Não Especificado",8
C961,Histiocitose Maligna,8
C832,"Linfoma Não-Hodgkin Difuso, Misto, de Pequenas e Grandes Células (difuso)",8
C821,"Linfoma Não-Hodgkin, Misto, de Pequenas e Grandes Células Clivadas, Folicular",8
C758,"Neoplasia Maligna Com Comprometimento Pluriglandular, Sem Outra Especificação",8
C725,Neoplasia Maligna de Outros Nervos Cranianos e os Não Especificados,8
C690,Neoplasia Maligna da Conjuntiva,8
C570,Neoplasia Maligna da Trompa de Falópio,8
C542,Neoplasia Maligna do Miométrio,8
C504,Neoplasia Maligna do Quadrante Superior Externo da Mama,8
C041,Neoplasia Maligna do Assoalho Lateral da Boca,8
B900,Seqüelas de Tuberculose do Sistema Nervoso Central,8
B871,Miíase Das Feridas,8
B870,Miíase Cutânea,8
B699,Cisticercose Não Especificada,8
B379,Candidíase Não Especificada,8
B372,Candidíase da Pele e Das Unhas,8
B161,"Hepatite Aguda B Com Agente Delta, (co-infecção), Sem Coma Hepático",8
A985,Febre Hemorrágica Com Síndrome Renal,8
A94,"Febre Viral Transmitida Por Artrópodes, Não Especificada",8
A421,Actinomicose Abdominal,8
A413,Septicemia Por Haemophilus Influenzae,8
A399,Infecção Meningocócica Não Especificada,8
A278,Outras Formas de Leptospirose,8
A192,Tuberculose Miliar Aguda Não Especificada,8
A191,Tuberculose Miliar Aguda de Múltiplas Localizações,8
A044,Outras Infecções Intestinais Por Escherichia Coli,8
A021,Septicemia Por Salmonela,8
Y880,"Seqüelas de Efeitos Adversos Causados Por Drogas, Medicamentos ou Substâncias Biológicas Usados Com Finalidade Terapêutica",7
Y741,"Dispositivos (aparelhos) Gerais de Uso Hospitalar ou Pessoal, Associados a Incidentes Adversos",7
Y319,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada",7
Y295,"Contato Com Objeto Contundente, Intenção Não Determinada",7
Y285,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada",7
Y205,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada",7
Y118,"Envenenamento (intoxicação) Por e Exposição a Anticonvulsivantes (antiepilépticos), Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificados em Outra Parte, Intenção Não Determinada",7
Y042,Agressão Por Meio de Força Corporal,7
X624,"Auto-intoxicação Por e Exposição, Intencional, a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte",7
X609,"Auto-intoxicação Por e Exposição, Intencional, a Analgésicos, Antipiréticos e Anti-reumáticos, Não-opiáceos",7
X364,"Vítima de Avalanche, Desabamento de Terra e Outros Movimentos da Superfície Terrestre",7
X339,Vítima de Raio,7
X202,Contato Com Serpentes e Lagartos Venenosos,7
X045,Exposição a Combustão de Substância Muito Inflamável,7
X018,Exposição a Fogo Não-controlado Fora de um Edifício ou de Outro Tipo de Construção,7
W777,"Risco a Respiração Devido a Desmoronamento, Queda de Terra e de Outras Substâncias",7
W695,Afogamento e Submersão em Águas Naturais,7
W692,Afogamento e Submersão em Águas Naturais,7
W673,Afogamento e Submersão em Piscina,7
W459,Penetração de Corpo ou Objeto Estranho Através da Pele,7
W329,Projétil de Revólver,7
W318,Contato Com Outras Máquinas e Com as Não Especificadas,7
W226,Impacto Acidental Ativo ou Passivo Causado Por Outros Objetos,7
W224,Impacto Acidental Ativo ou Passivo Causado Por Outros Objetos,7
W197,Queda Sem Especificação,7
W118,Queda em ou de Escadas de Mão,7
V951,Acidente de Planador Motorizado e Ultraleve Causando Traumatismo a Ocupante,7
V888,"Pessoa Traumatizada em Outros Acidentes de Transporte Especificados, Com um Veículo a Motor, Sem Colisão, Não-de-trânsito",7
V843,Ocupante Não Especificado de um Veículo Especial a Motor de Uso Essencialmente Agrícola Traumatizado em um Acidente de Trânsito,7
V801,Pessoa Montada em Animal ou Ocupante de um Veículo a Tração Animal Traumatizado em Colisão Com um Pedestre ou um Animal,7
V693,Ocupante (qualquer) de um Veículo de Transporte Pesado Traumatizado em um Acidente Não Especificado e Não-de-trânsito,7
V676,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Objeto Fixo ou Parado,7
V536,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Automóvel (carro) ou Uma Caminhonete,7
V491,"Passageiro Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente Não-de-trânsito",7
V409,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Pedestre ou um Animal,7
V271,Motociclista Traumatizado em Colisão Com um Objeto Fixo ou Parado,7
V222,Motociclista Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,7
R030,Valor Elevado da Pressão Arterial Sem o Diagnóstico de Hipertensão,7
Q928,Outras Trissomias Especificadas e Trissomias Parciais Dos Autossomos,7
Q753,Macrocefalia,7
Q401,Hérnia Congênita de Hiato,7
Q280,Malformação Arteriovenosa de Vasos Pré-cerebrais,7
Q239,Malformação Congênita Não Especificada Das Valvas Aórtica e Mitral,7
Q228,Outras Malformações Congênitas da Valva Tricúspide,7
Q223,Outras Malformações Congênitas da Valva Pulmonar,7
Q078,Outras Malformações Congênitas Especificadas do Sistema Nervoso,7
P570,Kernicterus Devido à Isoimunização,7
P528,Outras Hemorragias Intracranianas (não-traumáticas) do Feto e do Recém-nascido,7
P390,Mastite Infecciosa Neonatal,7
P378,Outras Doenças Infecciosas e Parasitárias Congênitas Especificadas,7
P278,Outras Doenças Respiratórias Crônicas Originadas no Período Perinatal,7
P230,Pneumonia Congênita Devida a Agente Viral,7
P211,Asfixia Leve ou Moderada ao Nascer,7
O991,"Outras Doenças do Sangue e Dos Órgãos Hematopoéticos e Alguns Transtornos Que Comprometem o Sistema Imunológico, Complicando a Gravidez, o Parto e o Puerpério",7
O754,Outras Complicações de Procedimentos ou de Cirurgia Obstétrica,7
O723,Deficiências de Coagulação Pós-parto,7
O670,Hemorragia Intraparto Com Deficiência de Coagulação,7
O438,Outros Transtornos da Placenta,7
O069,Aborto Não Especificado,7
N509,Transtorno Não Especificado Dos Órgãos Genitais Masculinos,7
N358,Outra Estenose (estreitamento) Uretral,7
N324,"Ruptura da Bexiga, Não-traumática",7
N320,Obstrução do Colo da Bexiga,7
N310,Bexiga Neuropática Não-inibida Não Classificada em Outra Parte,7
N301,Cistite Intersticial (crônica),7
N219,"Cálculo do Trato Urinário Inferior, Porção Não Especificada",7
N138,Outras Uropatias Obstrutivas e Por Refluxo,7
N130,Hidronefrose Com Obstrução da Junção Uretero-pélvica,7
M889,Doença de Paget de Osso Não Especificado,7
M841,Ausência de Consolidação da Fratura (pseudo-artrose),7
M805,Osteoporose Idiopática Com Fratura Patológica,7
M509,Transtorno Não Especificado de Disco Cervical,7
M138,Outras Artrites Especificadas,7
M068,Outras Artrites Reumatóides Especificadas,7
L020,"Abscesso Cutâneo, Furúnculo e Antraz da Face",7
K612,Abscesso Anorretal,7
K604,Fístula Retal,7
K575,Doença Diverticular Concomitante Dos Intestinos Delgado e Grosso Sem Perfuração ou Abscesso,7
K458,"Outras Hérnias Abdominais Especificadas, Sem Obstrução ou Gangrena",7
K36,Outras Formas de Apendicite,7
K121,Outras Formas de Estomatite,7
J691,Pneumonite Devida a Óleos e Essências,7
J683,"Outras Afecções Respiratórias Agudas e Subagudas Devidas a Produtos Químicos, Gases, Fumaças e Vapores",7
J65,Pneumoconiose Associada Com Tuberculose,7
J359,Doenças Das Amígdalas e Das Adenóides Não Especificadas,7
J153,Pneumonia Devida a Streptococcus do Grupo B,7
J122,Pneumonia Devida à Parainfluenza,7
J068,Outras Infecções Agudas Das Vias Aéreas Superiores de Localizações Múltiplas,7
I952,Hipotensão Devida a Drogas,7
I673,Leucoencefalopatia Vascular Progressiva,7
I446,Outras Formas de Bloqueio Fascicular e as Não Especificadas,7
I310,Pericardite Adesiva Crônica,7
I281,Aneurisma da Artéria Pulmonar,7
I280,Fístula Arteriovenosa de Vasos Pulmonares,7
I092,Pericardite Reumática Crônica,7
H050,Inflamação Aguda da Órbita,7
G933,Síndrome da Fadiga Pós-viral,7
G803,Paralisia Cerebral Discinética,7
G230,Doença de Hallervorden-Spatz,7
G061,Abscesso e Granuloma Intra-raquidianos,7
F89,Transtorno do Desenvolvimento Psicológico Não Especificado,7
F509,Transtorno de Alimentação Não Especificado,7
F501,Anorexia Nervosa Atípica,7
F162,Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinógenos,7
F140,Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaína,7
F058,Outro Delirium,7
E761,Mucopolissacaridose do Tipo II,7
E750,Gangliosidose GM2,7
E720,Distúrbios do Transporte de Aminoácidos,7
E713,Distúrbios do Metabolismo de Ácidos Graxos,7
E678,Outras Formas Especificadas de Hiperalimentação,7
E619,Deficiência de Elementos Nutrientes Não Especificados,7
E042,Bócio Não-tóxico Multinodular,7
E031,Hipotireoidismo Congênito Sem Bócio,7
D763,Outras Síndromes Histiocíticas,7
D760,Histiocitose Das Células de Langerhans Não Classificadas em Outra Parte,7
D595,Hemoglobinúria Paroxística Noturna (Marchiafava-Micheli),7
D519,Anemia Por Deficiência de Vitamina B12 Não Especificada,7
D485,Neoplasia de Comportamento Incerto ou Desconhecido da Pele,7
D484,Neoplasia de Comportamento Incerto ou Desconhecido do Peritônio,7
D441,Neoplasia de Comportamento Incerto ou Desconhecido da Glândula Supra-renal (adrenal),7
D361,Neoplasia Benigna Dos Nervos Periféricos e Sistema Nervoso Autônomo,7
D019,"Carcinoma in Situ de Órgãos Digestivos, Não Especificado",7
D015,"Carcinoma in Situ do Fígado, Vesícula Biliar e Vias Biliares",7
C957,Outras Leucemias de Tipo Celular Não Especificado,7
C723,Neoplasia Maligna do Nervo Óptico,7
C674,Neoplasia Maligna da Parede Posterior da Bexiga,7
C673,Neoplasia Maligna da Parede Anterior da Bexiga,7
C502,Neoplasia Maligna do Quadrante Superior Interno da Mama,7
C470,"Neoplasia Maligna Dos Nervos Periféricos da Cabeça, Face e Pescoço",7
C467,Sarcoma de Kaposi de Outras Localizações,7
C110,Neoplasia Maligna da Parede Superior da Nasofaringe,7
B873,Miíase Nasofaríngea,7
B779,Ascaridíase Não Especificada,7
B518,Malária Por Plasmodium Vivax Com Outras Complicações,7
B509,Malária Não Especificada Por Plasmodium Falciparum,7
B371,Candidíase Pulmonar,7
B172,Hepatite Aguda E,7
B150,Hepatite A Com Coma Hepático,7
B023,Herpes Zoster Oftálmico,7
A929,"Febre Viral Transmitida Por Mosquitos, Não Especificada",7
A64,"Doenças Sexualmente Transmitidas, Não Especificadas",7
A527,Outras Formas de Sífilis Tardia Sintomática,7
A429,Actinomicose Não Especificada,7
A300,Hanseníase (lepra) Indeterminada,7
A190,Tuberculose Miliar Aguda de Localização Única e Especificada,7
Y870,Seqüelas de Lesões Autoprovocadas Intencionalmente,6
Y840,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Cateterismo Cardíaco, Sem Menção de Acidente Durante o Procedimento",6
Y434,Efeitos Adversos de Agentes Imunossupressores,6
Y291,"Contato Com Objeto Contundente, Intenção Não Determinada",6
Y071,Outras Síndromes de Maus Tratos Pelos Pais,6
Y070,Outras Síndromes de Maus Tratos Pelo Esposo ou Companheiro,6
Y003,Agressão Por Meio de um Objeto Contundente,6
X909,Agressão Por Meio de Produtos Químicos e Substâncias Nocivas Não Especificados,6
X679,Auto-intoxicação Intencional Por Outros Gases e Vapores,6
X622,"Auto-intoxicação Por e Exposição, Intencional, a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte",6
X487,Envenenamento (intoxicação) Acidental Por e Exposição a Pesticidas,6
X464,Envenenamento (intoxicação) Acidental Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores,6
X219,Contato Com Aranhas Venenosas,6
X204,Contato Com Serpentes e Lagartos Venenosos,6
W866,Exposição a Outra Corrente Elétrica Especificada,6
W858,Exposição a Linhas de Transmissão de Corrente Elétrica,6
W855,Exposição a Linhas de Transmissão de Corrente Elétrica,6
W785,Inalação do Conteúdo Gástrico,6
W743,Afogamento e Submersão Não Especificados,6
W408,Explosão de Outros Materiais,6
W347,Projéteis de Outras Armas de Fogo e Das Não Especificadas,6
W330,"Rifle, Espingarda e Armas de Fogo de Maior Tamanho",6
W320,Projétil de Revólver,6
W314,Contato Com Outras Máquinas e Com as Não Especificadas,6
W300,Contato Com Maquinaria Agrícola,6
W225,Impacto Acidental Ativo ou Passivo Causado Por Outros Objetos,6
W196,Queda Sem Especificação,6
W101,Queda em ou de Escadas ou Degraus,6
W040,"Queda, Enquanto Estava Sendo Carregado ou Apoiado Por Outra(s) Pessoa(s)",6
V952,Acidente de Outra Aeronave de Asa Fixa de Uso Particular Causando Traumatismo a Ocupante,6
V808,Pessoa Montada em Animal ou Ocupante de um Veículo a Tração Animal Traumatizado em Colisão Com um Objeto Fixo ou Parado,6
V798,Ocupante ( Qualquer) de um Ônibus Traumatizado em Outros Acidentes de Transporte Especificados,6
V681,Ocupante de um Veículo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colisão,6
V587,Ocupante de Uma Caminhonete Traumatizado em um Acidente de Transporte Sem Colisão,6
V487,Ocupante de um Automóvel (carro) Traumatizado em um Acidente de Transporte Sem Colisão,6
V455,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Trem (comboio) ou um Veículo Ferroviário,6
V426,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo a Motor de Duas ou Três Rodas,6
V291,"Passageiro Traumatizado em Colisão Com Outros Veículos Com Veículos Não Especificados, a Motor, em um Acidente Não-de-trânsito",6
V243,Motociclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,6
V242,Motociclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,6
V232,"Motociclista Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Motociclista Não Especificado Traumatizado em Acidente Não-de-trânsito",6
V135,"Ciclista Traumatizado em Colisão Com um Automóvel, ""pick Up"" ou Caminhonete - Passageiro Traumatizado em um Acidente de Trânsito",6
R680,Hipotermia Não Associada à Baixa Temperatura Ambiental,6
R609,Edema Não Especificado,6
R560,Convulsões Febris,6
Q916,"Trissomia 13, Translocação",6
Q910,"Trissomia 18, Não-disjunção Meiótica",6
Q893,Situs Inversus,6
Q858,Outras Facomatoses Não Classificadas em Outra Parte,6
Q791,Outras Malformações Congênitas do Diafragma,6
Q750,Craniossinostose,6
Q642,Válvulas Uretrais Posteriores Congênitas,6
Q604,Hipoplasia Renal Bilateral,6
Q393,Estenose Congênita e Estreitamento Congênito do Esôfago,6
Q348,Outras Malformações Congênitas Especificadas do Aparelho Respiratório,6
Q333,Agenesia do Pulmão,6
Q244,Estenose Subaórtica Congênita,6
Q068,Outras Malformações Congênitas Especificadas da Medula Espinal,6
P942,Hipotonia Congênita,6
P789,Transtorno Perinatal Não Especificado do Aparelho Digestivo,6
P522,"Hemorragia Intraventricular (não-traumática) Grau 3, do Feto e do Recém-nascido",6
P362,Septicemia do Recém-nascido Devida ao Stafilococcus Aureus,6
P358,Outras Doenças Virais Congênitas,6
P236,Pneumonia Congênita Devida a Outros Agentes Bacterianos,6
P043,Feto e Recém-nascido Afetados Pelo Uso de Álcool Pela Mãe,6
P034,Feto e Recém-nascido Afetados Por Parto Por Cesariana,6
P016,Feto e Recém-nascido Afetados Por Morte Materna,6
O992,"Doenças Endócrinas, Nutricionais e Metabólicas Complicando a Gravidez, o Parto e o Puerpério",6
O986,"Doenças Causadas Por Protozoários Complicando a Gravidez, o Parto e o Puerpério",6
O868,Outras Infecções Puerperais Especificadas,6
O746,"Outras Complicações de Anestesia Raquidiana ou Peridural, Durante o Trabalho de Parto e Parto",6
O230,Infecções do Rim na Gravidez,6
O068,Aborto Não Especificado,6
O060,Aborto Não Especificado,6
N839,"Transtornos Não-inflamatórios do Ovário, da Trompa de Falópio e do Ligamento Largo, Não Especificados",6
N811,Cistocele,6
N63,Nódulo Mamário Não Especificado,6
N392,Proteinúria Ortostática Não Especificada,6
N350,Estenose Uretral Pós-traumática,6
N258,Outros Transtornos Resultantes de Função Renal Tubular Alterada,6
N23,Cólica Nefrética Não Especificada,6
N172,Insuficiência Renal Aguda Com Necrose Medular,6
N171,Insuficiência Renal Aguda Com Necrose Cortical Aguda,6
M790,Reumatismo Não Especificado,6
M722,Fibromatose da Fáscia Plantar,6
M480,Estenose da Coluna Vertebral,6
M471,Outras Espondiloses Com Mielopatia,6
M351,Outras Síndromes Superpostas,6
M317,Poliangeíte Microscópica,6
M051,Doença Reumatóide do Pulmão,6
L219,"Dermatite Seborréica, Não Especificada",6
L123,Epidermólise Bolhosa Adquirida,6
K602,"Fissura Anal, Não Especificada",6
K589,Síndrome do Cólon Irritável Sem Diarréia,6
K520,Gastroenterite e Colite Devida à Radiação,6
K282,Úlcera Gastrojejunal,6
J638,Pneumoconiose Devida a Outras Poeira Inorgânicas Especificados,6
J348,Outros Transtornos Especificados do Nariz e Dos Seios Paranasais,6
I862,Varizes Pélvicas,6
I841,Hemorróidas Internas Com Outras Complicações,6
I801,Flebite e Tromboflebite da Veia Femural,6
I456,Síndrome de Pré-excitação,6
I423,Doença Endomiocárdica (eosinofílica),6
H659,"Otite Média Não-supurativa, Não Especificada",6
H441,Outras Endoftalmites,6
G951,Mielopatias Vasculares,6
G819,Hemiplegia Não Especificada,6
