causa_morte,descricao_morte,soma_morte
E790,Hiperuricemia Sem Sinais de Artrite Inflamatória e de Doença Com Tofos,10
E728,Outros Distúrbios Especificados do Metabolismo Dos Aminoácidos,10
E128,Diabetes Mellitus Relacionado Com a Desnutrição,10
E042,Bócio Não-tóxico Multinodular,10
E030,Hipotireoidismo Congênito Com Bócio Difuso,10
D839,Imunodeficiência Comum Variável Não Especificada,10
D758,Outras Doenças Especificadas do Sangue e Dos Órgãos Hematopoéticos,10
D682,Deficiência Hereditária de Outros Fatores de Coagulação,10
D680,Doença de Von Willebrand,10
D613,Anemia Aplástica Idiopática,10
D472,Gamopatia Monoclonal,10
D443,Neoplasia de Comportamento Incerto ou Desconhecido da Glândula Hipófise (pituitária),10
D440,Neoplasia de Comportamento Incerto ou Desconhecido da Glândula Tireóide,10
D437,Neoplasia de Comportamento Incerto ou Desconhecido de Outras Partes do Sistema Nervoso Central,10
D361,Neoplasia Benigna Dos Nervos Periféricos e Sistema Nervoso Autônomo,10
D039,"Melanoma in Situ, Não Especificado",10
D019,"Carcinoma in Situ de Órgãos Digestivos, Não Especificado",10
C913,Leucemia Pró-linfocítica,10
C690,Neoplasia Maligna da Conjuntiva,10
C621,Neoplasia Maligna do Testículo Tópico,10
C496,Neoplasia Maligna do Tecido Conjuntivo e Tecidos Moles do Tronco,10
B871,Miíase Das Feridas,10
B588,Toxoplasmose Com Comprometimento de Outros Órgãos,10
B399,Histoplasmose Não Especificada,10
B052,Sarampo Complicado Por Pneumonia,10
A985,Febre Hemorrágica Com Síndrome Renal,10
A950,Febre Amarela Silvestre,10
A305,Hanseníase (lepra) Lepromatosa,10
A300,Hanseníase (lepra) Indeterminada,10
A181,Tuberculose do Aparelho Geniturinário,10
Y245,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada",9
Y198,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada",9
Y071,Outras Síndromes de Maus Tratos Pelos Pais,9
X993,Agressão Por Meio de Objeto Cortante ou Penetrante,9
X915,"Agressão Por Meio de Enforcamento, Estrangulamento e Sufocação",9
X688,"Auto-intoxicação Por e Exposição, Intencional, a Pesticidas",9
X410,"Envenenamento (intoxicação) Acidental Por e Exposição a Anticonvulsivantes (antiepilépticos), Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificadas em Outra Parte",9
X409,"Envenenamento (intoxicação) Acidental Por e Exposição a Analgésicos, Antipiréticos e Anti-reumáticos, Não-opiáceos",9
X334,Vítima de Raio,9
X330,Vítima de Raio,9
X120,Contato Com Outros Líquidos Quentes,9
W871,Exposição a Corrente Elétrica Não Especificada,9
W865,Exposição a Outra Corrente Elétrica Especificada,9
W857,Exposição a Linhas de Transmissão de Corrente Elétrica,9
W795,Inalação e Ingestão de Alimentos Causando Obstrução do Trato Respiratório,9
W734,Outros Afogamentos e Submersão Especificados,9
W390,Queima de Fogos de Artifício,9
W310,Contato Com Outras Máquinas e Com as Não Especificadas,9
W309,Contato Com Maquinaria Agrícola,9
W304,Contato Com Maquinaria Agrícola,9
W250,Contato Com Vidro Cortante,9
W228,Impacto Acidental Ativo ou Passivo Causado Por Outros Objetos,9
W197,Queda Sem Especificação,9
V952,Acidente de Outra Aeronave de Asa Fixa de Uso Particular Causando Traumatismo a Ocupante,9
V929,Afogamento e Submersão Relacionados Com Transporte Por Água Sem Acidente Com a Embarcação,9
V644,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Outro Veículo de Transporte Pesado ou um Ônibus,9
V491,"Passageiro Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente Não-de-trânsito",9
V490,"Condutor (motorista) Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor em um Acidente Não-de-trânsito",9
V406,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Pedestre ou um Animal,9
V182,Ciclista Traumatizado em um Acidente de Transporte Sem Colisão,9
V019,Pedestre Traumatizado em Colisão Com um Veículo a Pedal,9
R92,"Achados Anormais, de Exames Para Diagnóstico Por Imagem, da Mama",9
R222,"Tumefação, Massa ou Tumoração Localizadas do Tronco",9
Q900,"Trissomia 21, Não-disjunção Meiótica",9
Q359,Fenda Palatina Não Especificada,9
Q333,Agenesia do Pulmão,9
Q269,Malformação Congênita Não Especificada de Grande Veia,9
Q239,Malformação Congênita Não Especificada Das Valvas Aórtica e Mitral,9
Q052,Espinha Bífida Lombar Com Hidrocefalia,9
P921,Regurgitação e Ruminação no Recém-nascido,9
P614,Outras Anemias Congênitas Não Classificada em Outra Parte,9
P560,Hidropsia Fetal Devida à Isoimunização,9
P548,Outras Hemorragias Fetais e Neonatais Especificadas,9
P279,Doença Respiratória Crônica Não Especificada Originada no Período Perinatal,9
P041,Feto e Recém-nascido Afetados Por Outros Medicamentos Utilizados Pela Mãe,9
O864,Febre de Origem Desconhecida Subseqüente ao Parto,9
O140,Pré-eclâmpsia Moderada,9
O109,"Hipertensão Pré-existente Não Especificada, Complicando a Gravidez, o Parto e o Puerpério",9
N320,Obstrução do Colo da Bexiga,9
N171,Insuficiência Renal Aguda Com Necrose Cortical Aguda,9
N144,Nefropatia Tóxica Não Classificada em Outra Parte,9
N030,Síndrome Nefrítica Crônica,9
N008,Síndrome Nefrítica Aguda,9
M860,Osteomielite Aguda Hematogênica,9
M841,Ausência de Consolidação da Fratura (pseudo-artrose),9
M818,Outras Osteoporoses,9
M800,Osteoporose Pós-menopáusica Com Fratura Patológica,9
M608,Outras Miosites,9
L401,Psoríase Pustulosa Generalizada,9
K613,Abscesso Ísquio-retal,9
K501,Doença de Crohn do Intestino Grosso,9
K458,"Outras Hérnias Abdominais Especificadas, Sem Obstrução ou Gangrena",9
K414,"Hérnia Femoral Unilateral ou Não Especificada, Com Gangrena",9
J153,Pneumonia Devida a Streptococcus do Grupo B,9
I899,"Transtornos Não-infecciosos Dos Vasos Linfáticos e Dos Gânglios Linfáticos, Não Especificados",9
I849,"Hemorróidas Sem Complicações, Não Especificadas",9
I848,Hemorróidas Não Especificadas Com Outras Complicações,9
I079,Doença Não Especificada da Valva Tricúspide,9
G951,Mielopatias Vasculares,9
G721,Miopatia Alcoólica,9
G719,Transtorno Muscular Primário Não Especificado,9
G608,Outras Neuropatias Hereditárias e Idiopáticas,9
F328,Outros Episódios Depressivos,9
F321,Episódio Depressivo Moderado,9
F259,Transtorno Esquizoafetivo Não Especificado,9
F202,Esquizofrenia Catatônica,9
F193,Transtornos Mentais e Comportamentais Devidos ao Uso de Múltiplas Drogas e ao Uso de Outras Substâncias Psicoativas,9
F069,Transtorno Mental Não Especificado Devido a Uma Lesão e Disfunção Cerebral e a Uma Doença Física,9
E509,Deficiência Não Especificada de Vitamina A,9
E213,Hiperparatireoidismo Não Especificado,9
E121,Diabetes Mellitus Relacionado Com a Desnutrição,9
E041,Bócio Não-tóxico Uninodular,9
E038,Outros Hipotireoidismos Especificados,9
D485,Neoplasia de Comportamento Incerto ou Desconhecido da Pele,9
D399,"Neoplasia de Comportamento Incerto ou Desconhecido de Órgão Genital Feminino, Não Especificado",9
D134,Neoplasia Benigna do Fígado,9
D020,Carcinoma in Situ da Laringe,9
D010,Carcinoma in Situ do Cólon,9
C771,Neoplasia Maligna Secundária e Não Especificada Dos Gânglios Linfáticos Intratorácicos,9
C741,Neoplasia Maligna da Medula da Supra-renal,9
C677,Neoplasia Maligna do Úraco,9
C620,Neoplasia Maligna do Testículo Criptorquídico,9
C577,Neoplasia Maligna de Outras Partes Especificadas Dos Órgãos Genitais Femininos,9
C457,Mesotelioma de Outras Localizações,9
C401,Neoplasia Maligna Dos Ossos Curtos Dos Membros Superiores,9
C132,Neoplasia Maligna da Parede Posterior da Hipofaringe,9
B770,Ascaridíase Com Complicações Intestinais,9
B019,Varicela Sem Complicação,9
A928,Outras Febres Virais Especificadas Transmitidas Por Mosquitos,9
A89,Infecções Virais Não Especificadas do Sistema Nervoso Central,9
A858,Outras Encefalites Virais Especificadas,9
A020,Enterite Por Salmonela,9
Y840,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Cateterismo Cardíaco, Sem Menção de Acidente Durante o Procedimento",8
Y297,"Contato Com Objeto Contundente, Intenção Não Determinada",8
Y097,Agressão Por Meios Não Especificados,8
X947,"Agressão Por Meio de Disparo de Espingarda, Carabina ou Arma de Fogo de Maior Calibre",8
X945,"Agressão Por Meio de Disparo de Espingarda, Carabina ou Arma de Fogo de Maior Calibre",8
X839,Lesão Autoprovocada Intencionalmente Por Outros Meios Especificados,8
X768,"Lesão Autoprovocada Intencionalmente Pela Fumaça, Pelo Fogo e Por Chamas",8
X728,Lesão Autoprovocada Intencionalmente Por Disparo de Arma de Fogo de Mão,8
X687,"Auto-intoxicação Por e Exposição, Intencional, a Pesticidas",8
X648,"Auto-intoxicação Por e Exposição, Intencional, a Outras Drogas, Medicamentos e Substâncias Biológicas e às Não Especificadas",8
X460,Envenenamento (intoxicação) Acidental Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores,8
X219,Contato Com Aranhas Venenosas,8
W839,Outros Riscos Especificados à Respiração,8
W737,Outros Afogamentos e Submersão Especificados,8
W579,"Mordeduras e Picadas de Inseto e de Outros Artrópodes, Não-venenosos",8
W347,Projéteis de Outras Armas de Fogo e Das Não Especificadas,8
W124,Queda em ou de um Andaime,8
W068,Queda de um Leito,8
V888,"Pessoa Traumatizada em Outros Acidentes de Transporte Especificados, Com um Veículo a Motor, Sem Colisão, Não-de-trânsito",8
V784,Ocupante de um Ônibus Traumatizado em um Acidente de Transporte Sem Colisão,8
V681,Ocupante de um Veículo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colisão,8
V580,Ocupante de Uma Caminhonete Traumatizado em um Acidente de Transporte Sem Colisão,8
V536,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Automóvel (carro) ou Uma Caminhonete,8
V349,Ocupante de um Triciclo Motorizado Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,8
V271,Motociclista Traumatizado em Colisão Com um Objeto Fixo ou Parado,8
V131,"Ciclista Traumatizado em Colisão Com um Automóvel, ""pick Up"" ou Caminhonete - Passageiro Traumatizado em Acidente Não-de-trânsito",8
V120,Ciclista Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,8
R599,"Adenomegalia ou Aumento de Volume Dos Gânglios Linfáticos, Não Especificado",8
R560,Convulsões Febris,8
R51,Cefaléia,8
R268,Outras Anormalidades da Marcha e da Mobilidade e as Não Especificadas,8
Q933,Deleção do Braço Curto do Cromossomo 4,8
Q782,Osteopetrose,8
Q753,Macrocefalia,8
Q612,"Rim Policístico, Autossômico Dominante",8
Q610,Cisto Congênito Único do Rim,8
Q311,Estenose Subglótica Congênita,8
Q288,Outras Malformações Congênitas Especificadas do Aparelho Circulatório,8
Q233,Insuficiência Mitral Congênita,8
Q232,Estenose Mitral Congênita,8
Q229,Malformação Congênita Não Especificada da Valva Tricúspide,8
Q018,Encefalocele de Outras Localizações,8
P918,Outros Distúrbios Especificados da Função Cerebral do Recém-nascido,8
P364,Septicemia do Recém-nascido Devida a Escherichia Coli,8
P363,Septicemia do Recém-nascido Devida a Outros Estafilococos e Aos Não Especificados,8
P283,Apnéia Primária do Sono do Recém-nascido,8
P004,Feto e Recém-nascido Afetados Por Transtornos Nutricionais Maternos,8
O993,"Transtornos Mentais e Doenças do Sistema Nervoso Complicando a Gravidez, o Parto e o Puerpério",8
O723,Deficiências de Coagulação Pós-parto,8
O711,Ruptura do Útero Durante o Trabalho de Parto,8
N764,Abscesso Vulvar,8
N735,Pelviperitonite Não Especificada Feminina,8
N508,Outros Transtornos Especificados Dos Órgãos Genitais Masculinos,8
N459,"Orquite, Epididimite e Epidídimo-orquite, Sem Menção de Abscesso",8
N412,Abscesso da Próstata,8
N391,Proteinúria Persistente Não Especificada,8
N258,Outros Transtornos Resultantes de Função Renal Tubular Alterada,8
N142,"Nefropatia Induzida Por Drogas, Medicamentos e Substâncias Biológicas Não Especificadas",8
M500,Transtorno do Disco Cervical Com Mielopatia,8
M463,Infecção (piogênica) do Disco Intervertebral,8
M239,Transtorno Interno Não Especificado do Joelho,8
M150,(Osteo)artrose Primária Generalizada,8
M061,Doença de Still do Adulto,8
M008,Artrite e Poliartrite Devidas a Outro Agente Bacteriano Especificado,8
L959,"Vasculites Limitadas a Pele, Não Especificadas",8
K765,Doença Hepática Veno-oclusiva,8
K763,Infarto do Fígado,8
K718,Doença Hepática Tóxica Com Outros Transtornos do Fígado,8
K715,Doença Hepática Tóxica Com Hepatite Crônica Ativa,8
K628,Outras Doenças Especificadas do Ânus e do Reto,8
K624,Estenose do Ânus e do Reto,8
K289,Úlcera Gastrojejunal,8
J920,Placas Pleurais Com Presença de Amianto (asbesto),8
J430,Síndrome de MacLeod,8
I898,"Outros Transtornos Não-infecciosos, Especificados, Dos Vasos Linfáticos e Dos Gânglios Linfáticos",8
I721,Aneurisma de Artéria Dos Membros Superiores,8
I675,Doença de Moyamoya,8
I673,Leucoencefalopatia Vascular Progressiva,8
I455,Outras Formas Especificadas de Bloqueio Cardíaco,8
I318,Outras Doenças Especificadas do Pericárdio,8
I208,Outras Formas de Angina Pectoris,8
I092,Pericardite Reumática Crônica,8
H830,Labirintite,8
H708,Outras Mastoidites e Afecções Relacionadas Com a Mastoidite,8
G958,Outras Doenças Especificadas da Medula Espinal,8
G901,Disautonomia Familiar (Síndrome de Riley-Day),8
G819,Hemiplegia Não Especificada,8
G729,Miopatia Não Especificada,8
G370,Esclerose Difusa,8
G249,Distonia Não Especificada,8
G230,Doença de Hallervorden-Spatz,8
G061,Abscesso e Granuloma Intra-raquidianos,8
F719,Retardo Mental Moderado,8
F445,Convulsões Dissociativas,8
F338,Outros Transtornos Depressivos Recorrentes,8
F333,"Transtorno Depressivo Recorrente, Episódio Atual Grave Com Sintomas Psicóticos",8
F320,Episódio Depressivo Leve,8
F170,Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo,8
F058,Outro Delirium,8
F051,Delirium Superposto a Uma Demência,8
E848,Fibrose Cística Com Outras Manifestações,8
E806,Outros Distúrbios do Metabolismo da Bilirrubina,8
E802,Outras Porfirias,8
E760,Mucopolissacaridose do Tipo I,8
E755,Outros Distúrbios do Depósito de Lípides,8
E720,Distúrbios do Transporte de Aminoácidos,8
E709,Distúrbio Não Especificado do Metabolismo de Aminoácidos Aromáticos,8
E210,Hiperparatireoidismo Primário,8
E125,Diabetes Mellitus Relacionado Com a Desnutrição,8
D752,Trombocitose Essencial,8
D219,"Neoplasia Benigna do Tecido Conjuntivo e Outros Tecidos Moles, Sem Outra Especificação",8
D002,Carcinoma in Situ do Estômago,8
C957,Outras Leucemias de Tipo Celular Não Especificado,8
C842,Linfoma da Zona T,8
C832,"Linfoma Não-Hodgkin Difuso, Misto, de Pequenas e Grandes Células (difuso)",8
C601,Neoplasia Maligna da Glande,8
C461,Sarcoma de Kaposi de Tecidos Moles,8
C430,Melanoma Maligno do Lábio,8
C103,Neoplasia Maligna da Parede Posterior da Orofaringe,8
C023,"Neoplasia Maligna de Dois Terços Anteriores da Língua, Parte Não Especificada",8
C001,Neoplasia Maligna do Lábio Inferior Externo,8
B873,Miíase Nasofaríngea,8
B749,Filariose Não Especificada,8
B378,Candidíase de Outras Localizações,8
B150,Hepatite A Com Coma Hepático,8
B007,Doença Disseminada Devida ao Vírus do Herpes,8
A959,Febre Amarela Não Especificada,8
A529,Sífilis Tardia Não Especificada,8
A391,Síndrome de Waterhouse-Friderichsen,8
A190,Tuberculose Miliar Aguda de Localização Única e Especificada,8
A154,"Tuberculose Dos Gânglios Intratorácicos, Com Confirmação Bacteriológica e Histológica",8
Y453,Efeitos Adversos de Outras Drogas Antiinflamatórias Não-esteróides,7
Y308,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada",7
X920,Agressão Por Meio de Afogamento e Submersão,7
X727,Lesão Autoprovocada Intencionalmente Por Disparo de Arma de Fogo de Mão,7
X717,Lesão Autoprovocada Intencionalmente Por Afogamento e Submersão,7
X654,Auto-intoxicação Voluntária Por Álcool,7
X639,"Auto-intoxicação Por e Exposição, Intencional, a Outras Substâncias Farmacológicas de Ação Sobre o Sistema Nervoso Autônomo",7
X624,"Auto-intoxicação Por e Exposição, Intencional, a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte",7
X618,"Auto-intoxicação Por e Exposição, Intencional, a Drogas Anticonvulsivantes (antiepilépticos) Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificados em Outra Parte",7
X234,"Contato Com Abelhas, Vespas e Vespões",7
W855,Exposição a Linhas de Transmissão de Corrente Elétrica,7
W842,Riscos Não Especificados à Respiração,7
W777,"Risco a Respiração Devido a Desmoronamento, Queda de Terra e de Outras Substâncias",7
W776,"Risco a Respiração Devido a Desmoronamento, Queda de Terra e de Outras Substâncias",7
W673,Afogamento e Submersão em Piscina,7
W490,Exposição a Outras Forças Mecânicas Inanimadas e às Não Especificadas,7
W369,Explosão ou Ruptura de Cilindro de Gás,7
W318,Contato Com Outras Máquinas e Com as Não Especificadas,7
W238,"Apertado, Colhido, Comprimido ou Esmagado Dentro de ou Entre Objetos",7
W202,"Impacto Causado Por Objeto Lançado, Projetado ou em Queda",7
W193,Queda Sem Especificação,7
W177,Outras Quedas de um Nível a Outro,7
V951,Acidente de Planador Motorizado e Ultraleve Causando Traumatismo a Ocupante,7
V789,Ocupante de um Ônibus Traumatizado em um Acidente de Transporte Sem Colisão,7
V674,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Objeto Fixo ou Parado,7
V471,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Objeto Fixo ou Parado,7
V269,Motociclista Traumatizado em Colisão Com Outro Veículo Não-motorizado,7
V202,Motociclista Traumatizado em Colisão Com um Pedestre ou um Animal,7
V192,"Ciclista Não Especificado Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente Não-de-trânsito",7
V069,Pedestre Traumatizado em Colisão Com Outro Veículo Não-motorizado,7
R634,Perda de Peso Anormal,7
Q969,Síndrome de Turner Não Especificada,7
Q938,Outras Deleções Dos Autossomos,7
Q910,"Trissomia 18, Não-disjunção Meiótica",7
Q769,Malformação Congênita Não Especificada Dos Ossos do Tórax,7
Q451,Pâncreas Anular,7
Q444,Cisto do Colédoco,7
Q441,Outras Malformações Congênitas da Vesícula Biliar,7
Q429,"Ausência, Atresia e Estenose Congênita de Partes Não Especificadas do Cólon (intestino Grosso)",7
Q400,Estenose Hipertrófica Congênita do Piloro,7
Q324,Outras Malformações Congênitas Dos Brônquios,7
Q202,Ventrículo Esquerdo Com Dupla Via de Saída,7
P789,Transtorno Perinatal Não Especificado do Aparelho Digestivo,7
P509,Perda Sangüínea Fetal Não Especificada,7
P378,Outras Doenças Infecciosas e Parasitárias Congênitas Especificadas,7
P358,Outras Doenças Virais Congênitas,7
P049,Feto e Recém-nascido Afetados Por Influências Nocivas Maternas Não Especificadas,7
O888,Outras Embolias de Origem Obstétrica,7
O411,Infecção do Saco Amniótico e Das Membranas,7
O069,Aborto Não Especificado,7
O065,Aborto Não Especificado,7
O019,Mola Hidatiforme Não Especificada,7
N418,Outras Doenças Inflamatórias da Próstata,7
N219,"Cálculo do Trato Urinário Inferior, Porção Não Especificada",7
N048,Síndrome Nefrótica,7
N041,Síndrome Nefrótica,7
N028,Hematúria Recidivante e Persistente,7
M621,Outras Rupturas Musculares (não-traumáticas),7
M478,Outras Espondiloses,7
M320,Lúpus Eritematoso Disseminado (sistêmico) Induzido Por Drogas,7
L509,Urticária Não Especificada,7
K832,Perfuração de Via Biliar,7
K627,Proctite Por Radiação,7
K611,Abscesso Retal,7
K389,"Doença do Apêndice, Sem Outra Especificação",7
K253,Úlcera Gástrica,7
J324,Pansinusite Crônica,7
J160,Pneumonia Devida a Clamídias,7
J155,Pneumonia Devida a Escherichia Coli,7
J14,Pneumonia Devida a Haemophilus Infuenzae,7
J122,Pneumonia Devida à Parainfluenza,7
J040,Laringite Aguda,7
I952,Hipotensão Devida a Drogas,7
I800,Flebite e Tromboflebite Dos Vasos Superficiais Dos Membros Inferiores,7
I780,Telangiectasia Hemorrágica Hereditária,7
I677,Arterite Cerebral Não Classificada em Outra Parte,7
I458,Outros Transtornos Especificados da Condução,7
I408,Outras Miocardites Agudas,7
I310,Pericardite Adesiva Crônica,7
I018,Outras Formas de Doença Cardíaca Reumática Aguda,7
G821,Paraplegia Espástica,7
G255,Outras Formas de Coréia,7
F330,"Transtorno Depressivo Recorrente, Episódio Atual Leve",7
F190,Transtornos Mentais e Comportamentais Devidos ao Uso de Múltiplas Drogas e ao Uso de Outras Substâncias Psicoativas,7
F122,Transtornos Mentais e Comportamentais Devidos ao Uso de Canabinóides,7
F018,Outra Demência Vascular,7
E778,Outros Distúrbios do Metabolismo de Glicoproteínas,7
E762,Outras Mucopolissacaridoses,7
E756,Distúrbio Não Especificado do Depósito de Lípides,7
E750,Gangliosidose GM2,7
E749,Distúrbio Não Especificado do Metabolismo de Carboidratos,7
E279,Transtorno Não Especificado da Supra-renal,7
E278,Outros Transtornos Especificados da Supra-renal,7
E078,Outros Transtornos Especificados da Tireóide,7
D891,Crioglobulinemia,7
D860,Sarcoidose do Pulmão,7
D823,Imunodeficiência Que se Segue à Resposta Hereditária Defeituosa ao Vírus de Epstein-Barr (EB),7
D819,Deficiências Imunitárias Combinadas Não Especificadas,7
D763,Outras Síndromes Histiocíticas,7
D698,Outras Afecções Hemorrágicas Especificadas,7
D684,Deficiência Adquirida de Fator de Coagulação,7
D641,Anemia Sideroblástica Secundária a Doença,7
D519,Anemia Por Deficiência de Vitamina B12 Não Especificada,7
D484,Neoplasia de Comportamento Incerto ou Desconhecido do Peritônio,7
D441,Neoplasia de Comportamento Incerto ou Desconhecido da Glândula Supra-renal (adrenal),7
D151,Neoplasia Benigna do Coração,7
D090,Carcinoma in Situ da Bexiga,7
D043,Carcinoma in Situ da Pele de Outras Partes e de Partes Não Especificadas da Face,7
D029,"Carcinoma in Situ do Aparelho Respiratório, Não Especificado",7
D015,"Carcinoma in Situ do Fígado, Vesícula Biliar e Vias Biliares",7
C820,"Linfoma Não-Hodgkin, Pequenas Células Clivadas, Folicular",7
C773,Neoplasia Maligna Secundária e Não Especificada Dos Gânglios Linfáticos Axilares e Dos Membros Superiores,7
C755,Neoplasia Maligna do Corpo Aórtico e Outros Paragânglios,7
C723,Neoplasia Maligna do Nervo Óptico,7
C698,Neoplasia Maligna do Olho e Anexos Com Lesão Invasiva,7
C531,Neoplasia Maligna do Exocérvix,7
C382,Neoplasia Maligna do Mediastino Posterior,7
C313,Neoplasia Maligna do Seio Esfenoidal,7
C130,Neoplasia Maligna da Região Pós-cricóidea,7
C091,Neoplasia Maligna do Pilar Amigdaliano (anterior) (posterior),7
C022,Neoplasia Maligna da Face Ventral da Língua,7
B519,Malária Por Plasmodium Vivax Sem Complicações,7
B379,Candidíase Não Especificada,7
B371,Candidíase Pulmonar,7
B251,Hepatite Por Citomegalovírus,7
B161,"Hepatite Aguda B Com Agente Delta, (co-infecção), Sem Coma Hepático",7
A521,Neurossífilis Sintomática,7
A439,Nocardiose Não Especificada,7
A429,Actinomicose Não Especificada,7
A413,Septicemia Por Haemophilus Influenzae,7
A318,Outras Infecções Micobacterianas,7
A182,Linfadenopatia Tuberculosa Periférica,7
A069,Amebíase Não Especificada,7
Y471,Efeitos Adversos de Benzodiazepínicos,6
Y234,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada",6
Y205,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada",6
Y194,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada",6
Y070,Outras Síndromes de Maus Tratos Pelo Esposo ou Companheiro,6
Y047,Agressão Por Meio de Força Corporal,6
Y046,Agressão Por Meio de Força Corporal,6
X917,"Agressão Por Meio de Enforcamento, Estrangulamento e Sufocação",6
X909,Agressão Por Meio de Produtos Químicos e Substâncias Nocivas Não Especificados,6
X845,Lesão Autoprovocada Intencionalmente Por Meios Não Especificados,6
X788,Lesão Autoprovocada Intencionalmente Por Objeto Cortante ou Penetrante,6
X714,Lesão Autoprovocada Intencionalmente Por Afogamento e Submersão,6
X630,"Auto-intoxicação Por e Exposição, Intencional, a Outras Substâncias Farmacológicas de Ação Sobre o Sistema Nervoso Autônomo",6
X615,"Auto-intoxicação Por e Exposição, Intencional, a Drogas Anticonvulsivantes (antiepilépticos) Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificados em Outra Parte",6
X580,Exposição a Outros Fatores Especificados,6
X495,Envenenamento (intoxicação) Acidental Por e Exposição a Outras Substâncias Químicas Nocivas e às Não Especificadas,6
X479,Intoxicação Acidental Por e Exposição a Outros Gases e Vapores,6
X454,Envenenamento (intoxicação) Acidental Por e Exposição ao Álcool,6
X425,Envenenamento (intoxicação) Acidental Por e Exposição a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte,6
X084,"Exposição a Outro Tipo Especificado de Fumaça, Fogo ou Chamas",6
X045,Exposição a Combustão de Substância Muito Inflamável,6
W864,Exposição a Outra Corrente Elétrica Especificada,6
W774,"Risco a Respiração Devido a Desmoronamento, Queda de Terra e de Outras Substâncias",6
W337,"Rifle, Espingarda e Armas de Fogo de Maior Tamanho",6
W314,Contato Com Outras Máquinas e Com as Não Especificadas,6
W172,Outras Quedas de um Nível a Outro,6
W137,Queda de ou Para Fora de Edifícios ou Outras Estruturas,6
W122,Queda em ou de um Andaime,6
W099,"Queda Envolvendo Equipamento de ""playground"" - Local Não Especificado",6
W049,"Queda, Enquanto Estava Sendo Carregado ou Apoiado Por Outra(s) Pessoa(s)",6
W015,"Queda no Mesmo Nível Por Escorregão, Tropeção ou Passos em Falsos (traspés)",6
V98,Outros Acidentes de Transporte Especificados,6
V913,Acidente Com Embarcação Causando Outro Tipo de Traumatismo,6
V893,"Pessoa Traumatizado em um Acidente de Trânsito Com um Veículo Não-motorizado, Não Especificado",6
V890,"Pessoa Traumatizada em um Acidente Com um Veículo a Motor Não Especificado, Não-de-trânsito",6
V865,Condutor (motorista) de um Veículo Especial Para Qualquer Terreno ou de Outro Veículo a Motor Projetado Essencialmente Para Uso Não em Via Pública Traumatizado em um Acidente Não-de-trânsito,6
V798,Ocupante ( Qualquer) de um Ônibus Traumatizado em Outros Acidentes de Transporte Especificados,6
V455,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Trem (comboio) ou um Veículo Ferroviário,6
V431,"Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Passageiro Traumatizado em um Acidente Não-de-trânsito",6
V198,Ciclista (qualquer) Traumatizado em Outros Acidentes de Transporte Especificados,6
V140,Ciclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,6
R680,Hipotermia Não Associada à Baixa Temperatura Ambiental,6
R609,Edema Não Especificado,6
R601,Edema Generalizado,6
R34,Anúria e Oligúria,6
Q858,Outras Facomatoses Não Classificadas em Outra Parte,6
Q768,Outras Malformações Congênitas Dos Ossos do Tórax,6
Q638,Outras Malformações Congênitas Especificadas do Rim,6
Q618,Outras Doenças Císticas do Rim,6
Q564,"Sexo Indeterminado, Não Especificado",6
Q399,Malformação Congênita Não Especificada do Esôfago,6
Q392,"Fístula Traqueoesofágica Congênita, Sem Atresia",6
